seed,batch,round,sequence,position,target_token,active_cells,nll_full,nll_keep80,nll_keep60,nll_keep40,nll_remove4,kept80,kept60,kept40,kept_remove4,marginal_last20,marginal_last4,utility_full_to40
1337,1,7,6,116,27,21,4.64247989654541,5.354125022888184,5.616838455200195,5.45111083984375,5.354125022888184,17,13,8,17,0.7116451263427734,0.7116451263427734,0.8086309432983398
1337,1,7,7,19,7,26,5.888813018798828,6.05330753326416,8.499543190002441,8.626691818237305,6.002228736877441,21,16,10,22,0.16449451446533203,0.11341571807861328,2.7378787994384766
1337,2,0,0,20,14,24,6.352245330810547,6.325202941894531,6.3343377113342285,6.4298906326293945,6.324294090270996,19,14,10,20,-0.027042388916015625,-0.02795124053955078,0.07764530181884766
1337,2,0,1,96,1,27,0.24397476017475128,0.2892705798149109,0.24750041961669922,0.25737178325653076,0.2801235616207123,22,16,11,23,0.04529581964015961,0.036148801445961,0.01339702308177948
1337,2,0,2,110,51,23,2.757526397705078,2.7925500869750977,2.8198015689849854,3.3603615760803223,2.7704665660858154,18,14,9,19,0.03502368927001953,0.012940168380737305,0.6028351783752441
1337,2,0,3,112,58,24,1.945155143737793,1.9659086465835571,1.911577820777893,2.480020523071289,1.9692795276641846,19,14,10,20,0.02075350284576416,0.0241243839263916,0.5348653793334961
1337,2,0,4,91,47,23,1.5797038078308105,1.4974987506866455,1.5678364038467407,1.660949945449829,1.4905346632003784,18,14,9,19,-0.08220505714416504,-0.08916914463043213,0.08124613761901855
1337,2,0,5,32,43,17,0.9225006103515625,0.6975377798080444,1.094840407371521,1.8400863409042358,0.7038474082946777,14,10,7,13,-0.22496283054351807,-0.21865320205688477,0.9175857305526733
1337,2,0,6,41,46,19,0.4847533106803894,0.4675609767436981,0.5382645130157471,0.49724531173706055,0.4675609767436981,15,11,8,15,-0.017192333936691284,-0.017192333936691284,0.012492001056671143
1337,2,0,7,67,58,21,2.0438106060028076,2.055680274963379,2.022268772125244,6.2120041847229,2.055680274963379,17,13,8,17,0.011869668960571289,0.011869668960571289,4.168193578720093
1337,2,1,0,25,57,23,3.025362014770508,3.0927655696868896,3.3107800483703613,4.225305080413818,3.105764389038086,18,14,9,19,0.06740355491638184,0.08040237426757812,1.1999430656433105
1337,2,1,1,108,0,23,0.4586389362812042,0.6066567897796631,0.7793866395950317,2.080728530883789,0.5995853543281555,18,14,9,19,0.14801785349845886,0.1409464180469513,1.6220895946025848
1337,2,1,2,61,58,23,2.126854419708252,2.159837484359741,2.140119791030884,6.652080535888672,2.154250144958496,18,14,9,19,0.03298306465148926,0.02739572525024414,4.52522611618042
1337,2,1,3,87,1,19,0.1385411024093628,0.15335680544376373,0.2235448807477951,0.2754024267196655,0.15335680544376373,15,11,8,15,0.01481570303440094,0.01481570303440094,0.13686132431030273
1337,2,1,4,56,42,22,3.197530746459961,3.1946916580200195,3.2178664207458496,6.787925720214844,3.1946916580200195,18,13,9,18,-0.0028390884399414062,-0.0028390884399414062,3.590394973754883
1337,2,1,5,47,54,23,2.278223752975464,2.1356399059295654,1.6596951484680176,2.061995267868042,2.1980953216552734,18,14,9,19,-0.14258384704589844,-0.08012843132019043,-0.21622848510742188
1337,2,1,6,89,44,23,3.048874855041504,3.0263845920562744,3.046553373336792,5.02408504486084,3.0292975902557373,18,14,9,19,-0.022490262985229492,-0.0195772647857666,1.975210189819336
