node,step,cell,usage_frequency,mean_fanin,fanin_distribution,source_distribution,top_token_distribution,position_bucket_distribution,difficulty_quintile_usage,remove_delta_nll,add_gain_nll
10,2,2,0.37322998046875,3.743254292722813,"{""1"": 0.028781684382665578, ""2"": 0.15061324611610794, ""3"": 0.34145543744889617, ""4"": 0.24382665576451348, ""5"": 0.10466067048242028, ""6"": 0.06230580539656582, ""7"": 0.03990188062142273, ""8"": 0.018969746524938675, ""9"": 0.009484873262469337}","[0.530335241210139, 0.603761242845462, 0.5792313982011448, 0.6605069501226493, 0.14652493867538838, 0.29959116925592805, 0.3901880621422731, 0.22485690923957483, 0.3082583810302535, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[46, 652], [56, 584], [42, 380], [6, 320], [50, 290], [59, 230], [43, 216], [44, 215]]","{""0"": 721, ""1"": 782, ""2"": 738, ""3"": 718, ""4"": 780, ""5"": 771, ""6"": 820, ""7"": 785}","[0.5169362221544095, 0.4931339639914556, 0.38095238095238093, 0.22917302410741533, 0.24595666768385718]",0.025012314319610596,-0.055105581879615784
11,2,3,0.77337646484375,3.605555994002052,"{""1"": 0.028095651487648962, ""2"": 0.1559466498303212, ""3"": 0.3608239286559861, ""4"": 0.23470917843895509, ""5"": 0.11632862441796228, ""6"": 0.06984452687238576, ""7"": 0.030621103306763476, ""8"": 0.003472496251282456, ""9"": 0.00015784073869465709}","[0.18404230131797017, 0.6334148843816589, 0.6761108041985636, 0.6977349853997317, 0.5291610764738379, 0.23202588588114592, 0.23281508957461922, 0.10243863941283245, 0.31781232736169207, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[58, 1013], [53, 973], [39, 904], [43, 725], [46, 722], [56, 705], [57, 686], [52, 646]]","{""0"": 1607, ""1"": 1593, ""2"": 1571, ""3"": 1564, ""4"": 1590, ""5"": 1569, ""6"": 1584, ""7"": 1593}","[0.9398840402807446, 0.9447665547757095, 0.7753357753357754, 0.5794934391211474, 0.6274031126029905]",0.017135098576545715,-0.005835368297994137
12,3,0,0.8875732421875,3.6751478476138084,"{""1"": 0.023036721221290055, ""2"": 0.25182230779810205, ""3"": 0.2479713932058864, ""4"": 0.21427589052399945, ""5"": 0.1415211112639252, ""6"": 0.05755741988722322, ""7"": 0.030669784073717506, ""8"": 0.02028606794113602, ""9"": 0.0113464447806354, ""10"": 0.0012377939760693166, ""11"": 0.00027506532801540364}","[0.2556732223903177, 0.4905790125154724, 0.45901526612570487, 0.5107275477926008, 0.4244945674597717, 0.11765919405858892, 0.15754366662082245, 0.08114427176454408, 0.3557970017879246, 0.1982533351671022, 0.285517810479989, 0.12536102324302023, 0.21338192820794938, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2435], [43, 971], [53, 906], [39, 891], [58, 841], [0, 633], [56, 589], [46, 573]]","{""0"": 2000, ""1"": 1919, ""2"": 1862, ""3"": 1823, ""4"": 1772, ""5"": 1761, ""6"": 1722, ""7"": 1683}","[0.9328654256942325, 0.8620689655172413, 0.8812576312576312, 0.8831248092767775, 0.878547451937748]",0.0040643601678311825,-0.02365349978208542
13,3,1,0.771484375,3.6294303797468355,"{""1"": 0.03599683544303797, ""2"": 0.2664556962025316, ""3"": 0.2545094936708861, ""4"": 0.18710443037974683, ""5"": 0.13212025316455697, ""6"": 0.04137658227848101, ""7"": 0.038370253164556965, ""8"": 0.027848101265822784, ""9"": 0.014003164556962025, ""10"": 0.002056962025316456, ""11"": 0.00015822784810126583}","[0.15174050632911393, 0.5416930379746835, 0.5548259493670886, 0.307120253164557, 0.43473101265822783, 0.051424050632911396, 0.09572784810126582, 0.09960443037974684, 0.41811708860759494, 0.25514240506329117, 0.3949367088607595, 0.07104430379746836, 0.2533227848101266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2435], [43, 1372], [53, 974], [39, 904], [58, 885], [46, 722], [47, 655], [52, 645]]","{""0"": 1535, ""1"": 1477, ""2"": 1587, ""3"": 1599, ""4"": 1603, ""5"": 1612, ""6"": 1599, ""7"": 1628}","[0.5996338114128776, 0.759231003967043, 0.7704517704517705, 0.8642050656087885, 0.8638999084528532]",0.04603515937924385,-0.0019652745686471462
14,3,2,0.7972412109375,3.663221558719951,"{""1"": 0.046547236257847194, ""2"": 0.2395498392282958, ""3"": 0.19759608023273617, ""4"": 0.20594089725922524, ""5"": 0.19139488592864798, ""6"": 0.08153422140560404, ""7"": 0.027024957893125097, ""8"": 0.008497932935231971, ""9"": 0.001531159087429184, ""10"": 0.0003062318174858368, ""11"": 7.65579543714592e-05}","[0.25386617669575867, 0.3929719797887, 0.40391976726381873, 0.6519675394273465, 0.4609554432705558, 0.13665594855305466, 0.1343592099219109, 0.04080538967998775, 0.3154187720104119, 0.24177001990506813, 0.26550298576022047, 0.1499004746593171, 0.21512785178380034, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2431], [53, 936], [43, 935], [58, 930], [39, 903], [0, 633], [47, 625], [57, 546]]","{""0"": 1824, ""1"": 1729, ""2"": 1675, ""3"": 1658, ""4"": 1579, ""5"": 1571, ""6"": 1533, ""7"": 1493}","[0.8370460787305463, 0.6960634726884345, 0.7793040293040293, 0.8410131217577053, 0.8327738785474519]",0.01812443695962429,-0.024295462295413017
15,3,3,0.70037841796875,4.254727668845316,"{""1"": 0.011503267973856209, ""2"": 0.07773420479302832, ""3"": 0.25037037037037035, ""4"": 0.2457516339869281, ""5"": 0.26265795206971676, ""6"": 0.07625272331154684, ""7"": 0.04008714596949891, ""8"": 0.023616557734204794, ""9"": 0.008191721132897603, ""10"": 0.0027886710239651414, ""11"": 0.0008714596949891067, ""12"": 0.00017429193899782134}","[0.3537254901960784, 0.6043572984749456, 0.5822222222222222, 0.7722004357298475, 0.48444444444444446, 0.15398692810457518, 0.21002178649237474, 0.04043572984749455, 0.20331154684095862, 0.23599128540305012, 0.18013071895424837, 0.1655773420479303, 0.26832244008714595, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[58, 992], [53, 948], [46, 722], [56, 705], [57, 686], [43, 655], [52, 581], [50, 474]]","{""0"": 1358, ""1"": 1404, ""2"": 1361, ""3"": 1364, ""4"": 1424, ""5"": 1438, ""6"": 1528, ""7"": 1598}","[0.8989929813854135, 0.8782422947818126, 0.6923076923076923, 0.48581019224900823, 0.5465364662801343]",0.009555271826684475,-0.0343729630112648
16,4,0,0.73284912109375,3.3863579578579164,"{""1"": 0.12692595985675023, ""2"": 0.10610477221620722, ""3"": 0.4040143249770967, ""4"": 0.14941284250853668, ""5"": 0.1019405346880986, ""6"": 0.06854334971266761, ""7"": 0.03064878820687932, ""8"": 0.010160739568584992, ""9"": 0.0019155492629299574, ""10"": 0.00016656950112434413, ""11"": 0.00016656950112434413}","[0.23511285083701175, 0.0, 0.0, 0.0, 0.0, 0.1759806779378696, 0.38419255434329974, 0.13492129591071875, 0.38560839510285666, 0.3801948863163155, 0.37095027900391436, 0.10144082618472558, 0.18522528525027068, 0.13575414341634046, 0.23403014907970351, 0.4702257016740235, 0.19272091280086617, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2435], [43, 1024], [39, 878], [58, 871], [53, 855], [0, 633], [57, 564], [47, 555]]","{""0"": 1586, ""1"": 1523, ""2"": 1533, ""3"": 1525, ""4"": 1471, ""5"": 1488, ""6"": 1445, ""7"": 1436}","[0.7577052181873665, 0.6036008544400366, 0.7133699633699634, 0.801953005797986, 0.7876106194690266]",0.06119396537542343,-0.02094382978975773
17,4,1,0.6531982421875,3.1810876471687535,"{""1"": 0.08643244253410577, ""2"": 0.34031022238833863, ""3"": 0.17716314707531303, ""4"": 0.21080171930480285, ""5"": 0.11054008596524015, ""6"": 0.04989721547374323, ""7"": 0.01588488133059241, ""8"": 0.005793309661745468, ""9"": 0.002149131003550738, ""10"": 0.0009344047841524949, ""11"": 9.344047841524949e-05}","[0.28331153055503644, 0.0, 0.0, 0.0, 0.0, 0.18716127826574472, 0.4519715940945618, 0.12193982433190058, 0.4182395813866567, 0.3564754251541768, 0.35600822276210053, 0.14529994393571294, 0.15529807512614466, 0.12810689590730703, 0.22294898149878528, 0.17725658755372828, 0.17706970659689777, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 1819], [39, 880], [58, 834], [46, 722], [53, 594], [57, 538], [52, 534], [43, 466]]","{""0"": 1672, ""1"": 1531, ""2"": 1406, ""3"": 1344, ""4"": 1308, ""5"": 1204, ""6"": 1151, ""7"": 1086}","[0.6490692706743973, 0.6551724137931034, 0.6800976800976801, 0.6814159292035398, 0.6002441257247483]",0.006297077052295208,-0.015741119161248207
18,4,2,0.4984130859375,3.8054126867499387,"{""1"": 0.10629439137888808, ""2"": 0.13445995591476856, ""3"": 0.189321577271614, ""4"": 0.2231202547146706, ""5"": 0.1947097722263042, ""6"": 0.09074210139603232, ""7"": 0.04224834680382072, ""8"": 0.016409502816556454, ""9"": 0.002204261572373255, ""10"": 0.0004898359049718344}","[0.4305657604702425, 0.0, 0.0, 0.0, 0.0, 0.2710017144256674, 0.5012245897624296, 0.22152828802351213, 0.506000489835905, 0.24185647807984326, 0.2118540289003184, 0.18087190791084987, 0.3404359539554249, 0.22618172912074455, 0.24161156012735732, 0.207078128826843, 0.22520205731080087, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[46, 695], [53, 512], [56, 488], [42, 393], [57, 393], [58, 381], [6, 320], [59, 283]]","{""0"": 1079, ""1"": 1078, ""2"": 1001, ""3"": 969, ""4"": 985, ""5"": 996, ""6"": 1008, ""7"": 1050}","[0.7659444613976197, 0.6411351846200793, 0.47710622710622713, 0.2947818126335063, 0.3130912419896247]",0.006955097429454327,-0.03859984502196312
19,4,3,0.80035400390625,3.252039960344696,"{""1"": 0.09425760695493023, ""2"": 0.26393655151376494, ""3"": 0.2448715015633341, ""4"": 0.17989781133226568, ""5"": 0.15114771600701593, ""6"": 0.04674750247845649, ""7"": 0.014794478761534354, ""8"": 0.003355448791275833, ""9"": 0.0008388621978189583, ""10"": 0.00015252039960344697}","[0.2791885914741097, 0.0, 0.0, 0.0, 0.0, 0.08205597498665447, 0.49614885991001295, 0.22855181880576528, 0.650575764508503, 0.35476244947761765, 0.3543048882788073, 0.09860443834362846, 0.08274231678486997, 0.12247388088156791, 0.17875390833523983, 0.09974834134065431, 0.22412872721726532, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2387], [43, 1372], [53, 964], [39, 897], [58, 736], [56, 705], [47, 653], [0, 627]]","{""0"": 1561, ""1"": 1601, ""2"": 1623, ""3"": 1665, ""4"": 1656, ""5"": 1647, ""6"": 1649, ""7"": 1711}","[0.6945376869087581, 0.7567897467195606, 0.7777777777777778, 0.8803783948733598, 0.8922795239548368]",0.012328964658081532,-0.004824300296604633
20,5,0,0.7554931640625,3.080061399256746,"{""1"": 0.16505089675230247, ""2"": 0.20689933753433512, ""3"": 0.26627888188721927, ""4"": 0.2117466472774277, ""5"": 0.08240426563257393, ""6"": 0.03788980449184036, ""7"": 0.023186298271126192, ""8"": 0.005493617708838262, ""9"": 0.0007270964614638875, ""10"": 0.0003231539828728389}","[0.19954758442397802, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.3654063661334626, 0.5869284213927937, 0.0764259169494264, 0.43221845209242205, 0.1411375020197124, 0.1478429471643238, 0.18258200032315397, 0.4159799644530619, 0.1661819356923574, 0.1850864436904185, 0.08127322669251899, 0.09945063822911618, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 1627], [43, 1318], [53, 880], [58, 788], [39, 726], [46, 721], [56, 705], [57, 686]]","{""0"": 1454, ""1"": 1389, ""2"": 1438, ""3"": 1496, ""4"": 1553, ""5"": 1587, ""6"": 1675, ""7"": 1786}","[0.7076594446139762, 0.78608483368935, 0.760989010989011, 0.7271895025938359, 0.7955447055233446]",0.005317938979715109,-0.02711004950106144
21,5,1,0.46746826171875,3.3967880924402665,"{""1"": 0.04556730643687165, ""2"": 0.2419375897636767, ""3"": 0.32497715106410757, ""4"": 0.1844888366627497, ""5"": 0.10915263089176133, ""6"": 0.0564042303172738, ""7"": 0.0312051181616399, ""8"": 0.004700352526439483, ""9"": 0.0014362188275231754, ""10"": 0.0001305653479566523}","[0.3003003003003003, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.5110327719023371, 0.0911346128737433, 0.24154589371980675, 0.3808591199895548, 0.2124298211254733, 0.2953388170779475, 0.1103277190233712, 0.33490011750881316, 0.1692126909518214, 0.22405013709361535, 0.3397310353832093, 0.18592505549027288, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[53, 885], [39, 822], [43, 730], [47, 561], [46, 520], [58, 353], [6, 320], [59, 209]]","{""0"": 1079, ""1"": 988, ""2"": 942, ""3"": 923, ""4"": 935, ""5"": 933, ""6"": 934, ""7"": 925}","[0.5578272810497407, 0.5703387244430882, 0.5357142857142857, 0.35825450106805007, 0.3152273420811718]",0.00036058499244973063,0.0007332565728574991
22,5,2,0.58251953125,2.8131810561609387,"{""1"": 0.31307627829002516, ""2"": 0.17246437552388935, ""3"": 0.1777032690695725, ""4"": 0.1553855825649623, ""5"": 0.11431265716680637, ""6"": 0.04641659681475272, ""7"": 0.01582145850796312, ""8"": 0.0038767812238055324, ""9"": 0.0008382229673093043, ""11"": 0.00010477787091366304}","[0.2259010896898575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23878876781223807, 0.34660519698239733, 0.1595766974015088, 0.2914920368818106, 0.1383067896060352, 0.24842833193629504, 0.31517183570829843, 0.2540863369656329, 0.3537300922045264, 0.09932942162615256, 0.0932523051131601, 0.04851215423302598, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[1, 2435], [43, 894], [53, 639], [0, 633], [47, 570], [58, 352], [39, 331], [6, 320]]","{""0"": 1024, ""1"": 1145, ""2"": 1185, ""3"": 1218, ""4"": 1230, ""5"": 1263, ""6"": 1259, ""7"": 1220}","[0.5907842538907537, 0.43149221849252367, 0.5918803418803419, 0.6893500152578578, 0.6090936832468722]",0.009848636575043201,-0.03193886578083038
23,5,3,0.56195068359375,3.4408602150537635,"{""1"": 0.1027479091995221, ""2"": 0.17312914087107636, ""3"": 0.271966981644401, ""4"": 0.2155968285000543, ""5"": 0.14228304550885196, ""6"": 0.06712284131638971, ""7"": 0.019115890083632018, ""8"": 0.006734006734006734, ""9"": 0.0013033561420658195}","[0.3355055935701097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.4421635711958293, 0.2666449440642989, 0.2190724448788965, 0.3772129901162159, 0.25165634843054197, 0.3563592918431628, 0.13935049418920387, 0.24622569783860107, 0.19322254806125774, 0.1863799283154122, 0.17117410665797764, 0.2558922558922559, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[43, 997], [53, 792], [39, 764], [46, 717], [47, 590], [58, 532], [6, 320], [51, 294]]","{""0"": 1364, ""1"": 1247, ""2"": 1188, ""3"": 1113, ""4"": 1087, ""5"": 1069, ""6"": 1083, ""7"": 1056}","[0.6939273725968874, 0.7003356728715289, 0.5802808302808303, 0.4293561184009765, 0.4058590173939579]",0.005989905912429094,-0.019693315029144287
24,6,0,0.4635009765625,3.127995786146958,"{""1"": 0.14669475902027918, ""2"": 0.21293126152225442, ""3"": 0.26705293652883855, ""4"": 0.19462733737160917, ""5"": 0.11509086120621544, ""6"": 0.047932578351329996, ""7"": 0.01316829075585989, ""8"": 0.0019752436133789832, ""9"": 0.0005267316302343956}","[0.2997102976033711, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.31340531998946536, 0.24466684224387675, 0.37463787200421383, 0.4902554648406637, 0.24690545167237293, 0.17184619436397156, 0.12035817750855939, 0.37595470107979984, 0.23452725836186464, 0.10271266789570714, 0.071898867526995, 0.08111667105609692, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[[53, 840], [43, 796], [46, 609], [56, 600], [42, 409], [50, 340], [47, 331], [6, 320]]","{""0"": 1014, ""1"": 987, ""2"": 972, ""3"": 907, ""4"": 931, ""5"": 922, ""6"": 907, ""7"": 954}","[0.695453158376564, 0.5697284101312176, 0.37484737484737485, 0.305462313091242, 0.3719865730851388]",0.010428772307932377,-0.07137906551361084
